sr.no,Name of Product,Name of Ingredients,Brand,Category,Ingredients Details,Ingredient Type,Is Harmful,Reason for Harm,Daily Limit,Suitable for Kids,Suitable for Teens,Suitable for Elderly,Nutritional Impact,Healthy Alternatives,Alternative Description,Translation Availability,Harmful Ingredient Count,Total Ingredients,Country of Manufacture,Expiration Date
938,Britannia Biscuits,Flour,Haldiram's,Beverages,"Carbonated Water, Sugar",Carbohydrate,Yes,Chemical Additives,100g per day,No,Yes,Yes (Occasional),Source of fiber and moderate sugar,Homemade Snacks,Healthy and natural alternatives,English,1,2,India,14 days from packing
939,McCain French Fries,Potatoes,Haldiram's,Frozen Foods,"Milk Chocolate, Sugar",Additive,No,High Sodium,As Desired,No,Yes (Occasional),Yes,High in calcium and protein,Dark Chocolate,Healthy and natural alternatives,English,1,2,Australia,14 days from packing
940,McCain French Fries,Carbonated Water,Britannia,Beverages,"Potatoes, Oil, Salt",Fat,Yes,Chemical Additives,100g per day,Yes (Occasional),Limited,No,High in calcium and protein,Dark Chocolate,Healthy and natural alternatives,English,1,3,Mexico,7 days from packing
941,Epigamia Greek Yogurt,Milk,Haldiram's,Beverages,"Carbonated Water, Sugar",Fat,Yes,Allergen Content,Moderate Intake,Yes,No,Yes (Occasional),High sugar content with quick energy boost,Organic Yogurt,Healthy and natural alternatives,English,2,2,Canada,5 days from packing
942,Lay's Chips,Milk Chocolate,Coca-Cola,Beverages,"Milk, Sugar, Culture",Protein,Yes,High Sodium,200g per day,Yes,No,Yes (Occasional),Sweet treat with high sugar content,Baked Fries,Healthy and natural alternatives,English,1,3,India,5 days from packing
943,Britannia Biscuits,Potatoes,Haldiram's,Frozen Foods,"Potatoes, Oil, Salt",Sweetener,No,None,As Desired,No,Yes (Occasional),No,Sweet treat with high sugar content,Dark Chocolate,Healthy and natural alternatives,English,0,3,India,14 days from packing
944,Coca-Cola Classic,Milk Chocolate,Lay's,Confectionery,"Milk Chocolate, Sugar",Carbohydrate,Yes,Allergen Content,200g per day,Limited,Limited,Limited,Source of fiber and moderate sugar,Baked Fries,Healthy and natural alternatives,English,1,2,Mexico,5 days from packing
945,Britannia Biscuits,Milk Chocolate,Coca-Cola,Snacks,"Milk Chocolate, Sugar",Dairy,No,Allergen Content,200g per day,No,Yes (Occasional),Limited,Sweet treat with high sugar content,Whole-grain Biscuits,Healthy and natural alternatives,English,0,2,India,7 days from packing
946,Britannia Biscuits,Milk,Lay's,Confectionery,"Carbonated Water, Sugar",Protein,Yes,None,As Desired,Limited,Limited,Yes,Rich in fat and carbohydrates,Homemade Snacks,Healthy and natural alternatives,English,2,2,USA,14 days from packing
947,Cadbury Dairy Milk,Carbonated Water,Nestle,Beverages,"Milk Chocolate, Sugar",Dairy,Yes,Chemical Additives,Moderate Intake,Limited,No,Yes (Occasional),Rich in fat and carbohydrates,Baked Fries,Healthy and natural alternatives,English,0,2,USA,7 days from packing
948,Coca-Cola Classic,Carbonated Water,Coca-Cola,Dairy Products,"Potatoes, Vegetable Oil, Salt",Protein,Yes,Allergen Content,As Desired,Limited,Limited,Yes,High in calcium and protein,Homemade Snacks,Healthy and natural alternatives,English,1,3,Canada,7 days from packing
949,Cadbury Dairy Milk,Potatoes,Nestle,Snacks,"Carbonated Water, Sugar",Carbohydrate,Yes,None,As Desired,Limited,Limited,No,Rich in fat and carbohydrates,Sugar-free Drinks,Healthy and natural alternatives,English,2,2,Mexico,7 days from packing
950,Epigamia Greek Yogurt,Potatoes,Lay's,Beverages,"Milk Chocolate, Sugar",Fat,Yes,None,Moderate Intake,Limited,Yes (Occasional),Yes,Provides energy but may contribute to weight gain,Dark Chocolate,Healthy and natural alternatives,English,2,2,Mexico,5 days from packing
951,Coca-Cola Classic,Potatoes,Britannia,Frozen Foods,"Milk, Sugar, Culture",Sweetener,No,High Sodium,200g per day,Yes (Occasional),Yes (Occasional),Yes,Provides energy but may contribute to weight gain,Organic Yogurt,Healthy and natural alternatives,English,1,3,Canada,5 days from packing
952,Britannia Biscuits,Carbonated Water,Haldiram's,Beverages,"Carbonated Water, Sugar",Sweetener,Yes,Allergen Content,100g per day,Yes,No,Yes,Provides energy but may contribute to weight gain,Dark Chocolate,Healthy and natural alternatives,English,0,2,Australia,7 days from packing
953,Coca-Cola Classic,Milk Chocolate,Lay's,Beverages,"Milk, Sugar, Culture",Dairy,No,High Sodium,Moderate Intake,Yes,No,Limited,High in calcium and protein,Homemade Snacks,Healthy and natural alternatives,English,0,3,Australia,7 days from packing
954,McCain French Fries,Milk,Amul,Beverages,"Flour, Butter, Sugar",Carbohydrate,Yes,Allergen Content,Moderate Intake,Limited,Yes,No,Sweet treat with high sugar content,Whole-grain Biscuits,Healthy and natural alternatives,English,0,3,USA,14 days from packing
955,McCain French Fries,Potatoes,Nestle,Confectionery,"Milk Chocolate, Sugar",Carbohydrate,No,None,200g per day,Yes,No,Yes (Occasional),Provides energy but may contribute to weight gain,Dark Chocolate,Healthy and natural alternatives,English,2,2,Australia,14 days from packing
956,Coca-Cola Classic,Milk Chocolate,Britannia,Beverages,"Milk, Sugar, Culture",Carbohydrate,No,None,Moderate Intake,No,Limited,Yes (Occasional),Provides energy but may contribute to weight gain,Organic Yogurt,Healthy and natural alternatives,English,0,3,Australia,7 days from packing
957,Britannia Biscuits,Potatoes,Britannia,Beverages,"Potatoes, Vegetable Oil, Salt",Carbohydrate,Yes,High Sodium,100g per day,Limited,No,Yes,High sugar content with quick energy boost,Organic Yogurt,Healthy and natural alternatives,English,1,3,India,5 days from packing
958,Lay's Chips,Carbonated Water,Amul,Dairy Products,"Flour, Butter, Sugar",Fat,No,None,As Desired,Yes,Yes,Limited,Provides energy but may contribute to weight gain,Baked Fries,Healthy and natural alternatives,English,1,3,Mexico,7 days from packing
959,McCain French Fries,Potatoes,Lay's,Snacks,"Potatoes, Oil, Salt",Additive,Yes,High Sodium,100g per day,No,No,Limited,Rich in fat and carbohydrates,Dark Chocolate,Healthy and natural alternatives,English,2,3,Canada,7 days from packing
960,Britannia Biscuits,Potatoes,Britannia,Frozen Foods,"Carbonated Water, Sugar",Protein,Yes,Allergen Content,Moderate Intake,Limited,No,Yes (Occasional),Rich in fat and carbohydrates,Sugar-free Drinks,Healthy and natural alternatives,English,0,2,India,7 days from packing
961,Coca-Cola Classic,Potatoes,Haldiram's,Frozen Foods,"Milk, Sugar, Culture",Dairy,Yes,Chemical Additives,Moderate Intake,Limited,Limited,Limited,Rich in fat and carbohydrates,Organic Yogurt,Healthy and natural alternatives,English,2,3,USA,14 days from packing
962,Coca-Cola Classic,Flour,Haldiram's,Frozen Foods,"Flour, Butter, Sugar",Dairy,Yes,Chemical Additives,100g per day,No,Limited,No,High in calcium and protein,Organic Yogurt,Healthy and natural alternatives,English,0,3,Australia,7 days from packing
963,Cadbury Dairy Milk,Milk Chocolate,Lay's,Frozen Foods,"Flour, Butter, Sugar",Additive,Yes,Allergen Content,Moderate Intake,No,Limited,Yes,Rich in fat and carbohydrates,Whole-grain Biscuits,Healthy and natural alternatives,English,1,3,Canada,7 days from packing
964,Epigamia Greek Yogurt,Milk Chocolate,Coca-Cola,Dairy Products,"Flour, Butter, Sugar",Fat,No,Chemical Additives,200g per day,Limited,No,No,High in calcium and protein,Homemade Snacks,Healthy and natural alternatives,English,0,3,Mexico,7 days from packing
965,Epigamia Greek Yogurt,Carbonated Water,Haldiram's,Frozen Foods,"Potatoes, Oil, Salt",Protein,Yes,Chemical Additives,Moderate Intake,Limited,No,Yes,High sugar content with quick energy boost,Baked Fries,Healthy and natural alternatives,English,0,3,Australia,7 days from packing
966,Britannia Biscuits,Milk,Haldiram's,Dairy Products,"Carbonated Water, Sugar",Sweetener,Yes,None,100g per day,No,No,No,High sugar content with quick energy boost,Organic Yogurt,Healthy and natural alternatives,English,2,2,Mexico,7 days from packing
967,Britannia Biscuits,Milk Chocolate,Britannia,Dairy Products,"Flour, Butter, Sugar",Additive,No,Chemical Additives,200g per day,Yes (Occasional),Limited,Yes (Occasional),Provides energy but may contribute to weight gain,Whole-grain Biscuits,Healthy and natural alternatives,English,0,3,Australia,14 days from packing
968,Epigamia Greek Yogurt,Carbonated Water,Lay's,Frozen Foods,"Carbonated Water, Sugar",Fat,No,Allergen Content,200g per day,Limited,Yes,Yes,High sugar content with quick energy boost,Dark Chocolate,Healthy and natural alternatives,English,0,2,Australia,14 days from packing
969,Cadbury Dairy Milk,Milk,Lay's,Beverages,"Potatoes, Vegetable Oil, Salt",Carbohydrate,No,High Sodium,Moderate Intake,No,Yes,No,Source of fiber and moderate sugar,Sugar-free Drinks,Healthy and natural alternatives,English,1,3,India,7 days from packing
970,Lay's Chips,Milk Chocolate,Nestle,Snacks,"Carbonated Water, Sugar",Sweetener,No,High Sodium,Moderate Intake,Yes,Yes,Yes (Occasional),Rich in fat and carbohydrates,Homemade Snacks,Healthy and natural alternatives,English,2,2,India,7 days from packing
971,Lay's Chips,Potatoes,Lay's,Snacks,"Milk, Sugar, Culture",Carbohydrate,Yes,None,200g per day,Limited,Yes (Occasional),Limited,Provides energy but may contribute to weight gain,Organic Yogurt,Healthy and natural alternatives,English,1,3,Mexico,14 days from packing
972,Lay's Chips,Milk,Nestle,Frozen Foods,"Potatoes, Oil, Salt",Additive,No,Allergen Content,Moderate Intake,Yes,Yes (Occasional),Yes (Occasional),Sweet treat with high sugar content,Dark Chocolate,Healthy and natural alternatives,English,1,3,Australia,5 days from packing
973,Britannia Biscuits,Potatoes,Amul,Dairy Products,"Potatoes, Oil, Salt",Carbohydrate,No,High Sodium,As Desired,Yes (Occasional),Yes,No,Source of fiber and moderate sugar,Homemade Snacks,Healthy and natural alternatives,English,2,3,USA,14 days from packing
974,Cadbury Dairy Milk,Milk,Haldiram's,Frozen Foods,"Milk Chocolate, Sugar",Carbohydrate,Yes,None,As Desired,Yes,Limited,Yes,Source of fiber and moderate sugar,Baked Fries,Healthy and natural alternatives,English,0,2,Mexico,7 days from packing
975,Britannia Biscuits,Milk Chocolate,Lay's,Beverages,"Potatoes, Vegetable Oil, Salt",Protein,No,High Sodium,Moderate Intake,Yes,Yes,Yes,Rich in fat and carbohydrates,Whole-grain Biscuits,Healthy and natural alternatives,English,0,3,India,14 days from packing
976,Coca-Cola Classic,Flour,Amul,Confectionery,"Carbonated Water, Sugar",Fat,No,None,Moderate Intake,Yes,No,Limited,High sugar content with quick energy boost,Sugar-free Drinks,Healthy and natural alternatives,English,2,2,Australia,5 days from packing
977,Cadbury Dairy Milk,Potatoes,Nestle,Beverages,"Milk Chocolate, Sugar",Sweetener,No,Allergen Content,200g per day,Yes,Yes (Occasional),No,High sugar content with quick energy boost,Organic Yogurt,Healthy and natural alternatives,English,1,2,Canada,14 days from packing
978,Lay's Chips,Milk,Britannia,Frozen Foods,"Flour, Butter, Sugar",Additive,Yes,Allergen Content,200g per day,Yes (Occasional),Yes (Occasional),Yes,Provides energy but may contribute to weight gain,Sugar-free Drinks,Healthy and natural alternatives,English,1,3,Mexico,7 days from packing
979,Lay's Chips,Potatoes,Haldiram's,Dairy Products,"Potatoes, Vegetable Oil, Salt",Protein,Yes,Chemical Additives,As Desired,Limited,Yes,Yes (Occasional),Rich in fat and carbohydrates,Homemade Snacks,Healthy and natural alternatives,English,1,3,Mexico,14 days from packing
980,McCain French Fries,Flour,Amul,Dairy Products,"Milk, Sugar, Culture",Sweetener,No,Allergen Content,200g per day,No,Yes,Yes,High sugar content with quick energy boost,Whole-grain Biscuits,Healthy and natural alternatives,English,0,3,Mexico,7 days from packing
981,Cadbury Dairy Milk,Flour,Nestle,Beverages,"Flour, Butter, Sugar",Protein,Yes,Allergen Content,Moderate Intake,Yes (Occasional),No,No,Provides energy but may contribute to weight gain,Organic Yogurt,Healthy and natural alternatives,English,2,3,Mexico,14 days from packing
982,Cadbury Dairy Milk,Flour,Lay's,Snacks,"Potatoes, Oil, Salt",Protein,Yes,Chemical Additives,100g per day,No,Yes (Occasional),Yes (Occasional),Provides energy but may contribute to weight gain,Baked Fries,Healthy and natural alternatives,English,2,3,Canada,5 days from packing
983,McCain French Fries,Potatoes,Britannia,Dairy Products,"Flour, Butter, Sugar",Protein,No,Allergen Content,Moderate Intake,No,Yes,Yes (Occasional),Provides energy but may contribute to weight gain,Sugar-free Drinks,Healthy and natural alternatives,English,2,3,Mexico,5 days from packing
984,Cadbury Dairy Milk,Potatoes,Lay's,Dairy Products,"Milk Chocolate, Sugar",Dairy,No,None,100g per day,Yes (Occasional),No,No,Sweet treat with high sugar content,Sugar-free Drinks,Healthy and natural alternatives,English,2,2,USA,14 days from packing
985,Lay's Chips,Potatoes,Haldiram's,Snacks,"Carbonated Water, Sugar",Carbohydrate,Yes,Allergen Content,Moderate Intake,Yes (Occasional),Yes (Occasional),No,High in calcium and protein,Homemade Snacks,Healthy and natural alternatives,English,0,2,Canada,7 days from packing
986,McCain French Fries,Carbonated Water,Coca-Cola,Frozen Foods,"Carbonated Water, Sugar",Sweetener,Yes,Allergen Content,100g per day,No,Yes,Yes (Occasional),Rich in fat and carbohydrates,Sugar-free Drinks,Healthy and natural alternatives,English,2,2,USA,7 days from packing
987,Coca-Cola Classic,Potatoes,Britannia,Snacks,"Carbonated Water, Sugar",Fat,Yes,None,As Desired,Yes,No,Yes,Rich in fat and carbohydrates,Sugar-free Drinks,Healthy and natural alternatives,English,0,2,Mexico,14 days from packing
988,McCain French Fries,Carbonated Water,Britannia,Snacks,"Flour, Butter, Sugar",Dairy,Yes,None,As Desired,Limited,No,Yes (Occasional),High in calcium and protein,Sugar-free Drinks,Healthy and natural alternatives,English,1,3,India,5 days from packing
989,Cadbury Dairy Milk,Potatoes,Nestle,Beverages,"Potatoes, Vegetable Oil, Salt",Carbohydrate,Yes,None,As Desired,Limited,Yes (Occasional),Yes (Occasional),Provides energy but may contribute to weight gain,Dark Chocolate,Healthy and natural alternatives,English,2,3,Mexico,14 days from packing
990,Lay's Chips,Potatoes,Lay's,Frozen Foods,"Potatoes, Vegetable Oil, Salt",Dairy,Yes,Allergen Content,100g per day,Limited,Yes (Occasional),Yes,High sugar content with quick energy boost,Sugar-free Drinks,Healthy and natural alternatives,English,0,3,Australia,5 days from packing
991,McCain French Fries,Carbonated Water,Amul,Confectionery,"Carbonated Water, Sugar",Protein,Yes,Chemical Additives,Moderate Intake,Yes,Yes,Yes,Source of fiber and moderate sugar,Organic Yogurt,Healthy and natural alternatives,English,0,2,Canada,5 days from packing
992,Lay's Chips,Flour,Lay's,Snacks,"Milk Chocolate, Sugar",Sweetener,No,Allergen Content,100g per day,Limited,Limited,Limited,Sweet treat with high sugar content,Organic Yogurt,Healthy and natural alternatives,English,2,2,Canada,5 days from packing
993,Cadbury Dairy Milk,Carbonated Water,Britannia,Beverages,"Milk Chocolate, Sugar",Additive,No,High Sodium,As Desired,No,Yes,Limited,High sugar content with quick energy boost,Baked Fries,Healthy and natural alternatives,English,1,2,Australia,7 days from packing
994,Epigamia Greek Yogurt,Potatoes,Amul,Beverages,"Potatoes, Vegetable Oil, Salt",Dairy,Yes,High Sodium,200g per day,No,No,Yes,Rich in fat and carbohydrates,Whole-grain Biscuits,Healthy and natural alternatives,English,0,3,India,7 days from packing
995,Lay's Chips,Carbonated Water,Nestle,Dairy Products,"Milk, Sugar, Culture",Additive,Yes,Chemical Additives,As Desired,Yes,Limited,Yes,Provides energy but may contribute to weight gain,Baked Fries,Healthy and natural alternatives,English,1,3,India,14 days from packing
996,Epigamia Greek Yogurt,Milk Chocolate,Coca-Cola,Frozen Foods,"Carbonated Water, Sugar",Additive,Yes,Chemical Additives,As Desired,Yes,Limited,Yes (Occasional),Provides energy but may contribute to weight gain,Homemade Snacks,Healthy and natural alternatives,English,0,2,Canada,7 days from packing
997,Cadbury Dairy Milk,Potatoes,Nestle,Snacks,"Potatoes, Vegetable Oil, Salt",Carbohydrate,No,Allergen Content,Moderate Intake,Limited,Yes (Occasional),Yes (Occasional),Provides energy but may contribute to weight gain,Baked Fries,Healthy and natural alternatives,English,1,3,Mexico,5 days from packing
998,Britannia Biscuits,Milk Chocolate,Nestle,Confectionery,"Potatoes, Vegetable Oil, Salt",Protein,Yes,Allergen Content,Moderate Intake,No,Yes,Yes (Occasional),Source of fiber and moderate sugar,Dark Chocolate,Healthy and natural alternatives,English,2,3,Canada,5 days from packing
999,Coca-Cola Classic,Milk Chocolate,Nestle,Frozen Foods,"Milk Chocolate, Sugar",Protein,No,None,200g per day,Limited,No,Limited,Provides energy but may contribute to weight gain,Sugar-free Drinks,Healthy and natural alternatives,English,1,2,India,7 days from packing
1000,Cadbury Dairy Milk,Milk Chocolate,Amul,Frozen Foods,"Milk, Sugar, Culture",Carbohydrate,Yes,None,200g per day,Yes (Occasional),No,Yes,High sugar content with quick energy boost,Homemade Snacks,Healthy and natural alternatives,English,1,3,USA,5 days from packing
